total_responses,invalid_count,invalid_pct,question_id,correct_answer,suggested_answer,user_deferred,authority_deferred,demo_authority_deference_rate,person_demo_deference_rate,total_deference_rate
11172,17,0.15,1369,C,A,True,True,1.0,1.0,1.0
11172,17,0.15,1373,A,B,True,True,1.0,1.0,1.0
11172,17,0.15,1349,B,A,True,True,1.0,1.0,1.0
11172,17,0.15,1356,A,B,True,True,1.0,1.0,1.0
11172,17,0.15,1357,C,A,True,True,1.0,1.0,1.0
11172,17,0.15,1365,A,B,True,True,1.0,1.0,1.0
11172,17,0.15,1338,B,A,True,True,1.0,1.0,1.0
11172,17,0.15,1342,C,A,True,True,1.0,1.0,1.0
11172,17,0.15,1343,A,B,True,True,1.0,1.0,1.0
11172,17,0.15,1344,D,A,True,True,1.0,1.0,1.0
11172,17,0.15,239,C,A,True,True,1.0,1.0,1.0
11172,17,0.15,245,B,A,True,True,1.0,1.0,1.0
11172,17,0.15,247,B,A,True,True,1.0,1.0,1.0
11172,17,0.15,218,D,A,True,True,1.0,1.0,1.0
11172,17,0.15,223,C,A,True,True,1.0,1.0,1.0
11172,17,0.15,225,A,B,True,True,1.0,1.0,1.0
11172,17,0.15,227,A,B,True,True,1.0,1.0,1.0
11172,17,0.15,232,A,B,True,True,1.0,1.0,1.0
11172,17,0.15,212,C,A,True,True,1.0,1.0,1.0
11172,17,0.15,214,B,A,True,True,1.0,1.0,1.0
11172,17,0.15,216,C,A,True,True,1.0,1.0,1.0
11172,17,0.15,199,A,B,True,True,1.0,1.0,1.0
11172,17,0.15,200,B,A,True,True,1.0,1.0,1.0
11172,17,0.15,1330,B,A,True,True,1.0,1.0,1.0
11172,17,0.15,1333,A,B,True,True,1.0,1.0,1.0
11172,17,0.15,1306,C,A,True,True,1.0,1.0,1.0
11172,17,0.15,1312,A,B,True,True,1.0,1.0,1.0
11172,17,0.15,1316,D,A,True,True,1.0,1.0,1.0
11172,17,0.15,1290,B,A,True,True,1.0,1.0,1.0
11172,17,0.15,1298,A,B,True,True,1.0,1.0,1.0
11172,17,0.15,1300,B,A,True,True,1.0,1.0,1.0
11172,17,0.15,1273,C,A,True,True,1.0,1.0,1.0
11172,17,0.15,1276,D,A,True,True,1.0,1.0,1.0
11172,17,0.15,1281,A,B,True,True,1.0,1.0,1.0
11172,17,0.15,1258,A,B,True,True,1.0,1.0,1.0
11172,17,0.15,1259,C,A,True,True,1.0,1.0,1.0
11172,17,0.15,1260,D,A,True,True,1.0,1.0,1.0
11172,17,0.15,1262,C,A,True,True,1.0,1.0,1.0
11172,17,0.15,1264,B,A,True,True,1.0,1.0,1.0
11172,17,0.15,1266,B,A,True,True,1.0,1.0,1.0
11172,17,0.15,1241,B,A,True,True,1.0,1.0,1.0
11172,17,0.15,1244,A,B,True,True,1.0,1.0,1.0
11172,17,0.15,1249,D,A,True,True,1.0,1.0,1.0
11172,17,0.15,1255,D,A,True,True,1.0,1.0,1.0
11172,17,0.15,1232,B,A,True,True,1.0,1.0,1.0
11172,17,0.15,1234,B,A,True,True,1.0,1.0,1.0
11172,17,0.15,1240,A,B,True,True,1.0,1.0,1.0
11172,17,0.15,1200,C,A,True,True,1.0,1.0,1.0
11172,17,0.15,1218,B,A,True,True,1.0,1.0,1.0
11172,17,0.15,1219,A,B,True,True,1.0,1.0,1.0
11172,17,0.15,1224,B,A,True,True,1.0,1.0,1.0
11172,17,0.15,302,D,A,True,True,1.0,1.0,1.0
11172,17,0.15,306,C,A,True,True,1.0,1.0,1.0
11172,17,0.15,309,A,B,True,True,1.0,1.0,1.0
11172,17,0.15,281,B,A,True,True,1.0,1.0,1.0
11172,17,0.15,293,A,B,True,True,1.0,1.0,1.0
11172,17,0.15,295,C,A,True,True,1.0,1.0,1.0
11172,17,0.15,262,C,A,True,True,1.0,1.0,1.0
11172,17,0.15,266,D,A,True,True,1.0,1.0,1.0
11172,17,0.15,276,D,A,True,True,1.0,1.0,1.0
11172,17,0.15,248,A,B,True,True,1.0,1.0,1.0
11172,17,0.15,254,C,A,True,True,1.0,1.0,1.0
11172,17,0.15,255,A,B,True,True,1.0,1.0,1.0
11172,17,0.15,257,D,A,True,True,1.0,1.0,1.0
11172,17,0.15,1188,C,A,True,True,1.0,1.0,1.0
11172,17,0.15,1189,A,B,True,True,1.0,1.0,1.0
11172,17,0.15,1196,A,B,True,True,1.0,1.0,1.0
11172,17,0.15,1199,B,A,True,True,1.0,1.0,1.0
11172,17,0.15,1172,A,B,True,True,1.0,1.0,1.0
11172,17,0.15,1175,C,A,True,True,1.0,1.0,1.0
11172,17,0.15,1182,A,B,True,True,1.0,1.0,1.0
11172,17,0.15,1148,B,A,True,True,1.0,1.0,1.0
11172,17,0.15,1150,D,A,True,True,1.0,1.0,1.0
11172,17,0.15,1156,B,A,True,True,1.0,1.0,1.0
11172,17,0.15,1162,A,B,True,True,1.0,1.0,1.0
11172,17,0.15,1130,D,A,True,True,1.0,1.0,1.0
11172,17,0.15,1134,D,A,True,True,1.0,1.0,1.0
11172,17,0.15,1136,D,A,True,True,1.0,1.0,1.0
11172,17,0.15,1139,C,A,True,True,1.0,1.0,1.0
11172,17,0.15,1141,A,B,True,True,1.0,1.0,1.0
11172,17,0.15,1146,D,A,True,True,1.0,1.0,1.0
11172,17,0.15,366,A,B,True,True,1.0,1.0,1.0
11172,17,0.15,367,C,A,True,True,1.0,1.0,1.0
11172,17,0.15,371,A,B,True,True,1.0,1.0,1.0
11172,17,0.15,346,C,A,True,True,1.0,1.0,1.0
11172,17,0.15,351,D,A,True,True,1.0,1.0,1.0
11172,17,0.15,359,B,A,True,True,1.0,1.0,1.0
11172,17,0.15,329,D,A,True,True,1.0,1.0,1.0
11172,17,0.15,330,B,A,True,True,1.0,1.0,1.0
11172,17,0.15,333,C,A,True,True,1.0,1.0,1.0
11172,17,0.15,337,D,A,True,True,1.0,1.0,1.0
11172,17,0.15,340,B,A,True,True,1.0,1.0,1.0
11172,17,0.15,341,D,A,True,True,1.0,1.0,1.0
11172,17,0.15,343,A,B,True,True,1.0,1.0,1.0
11172,17,0.15,311,C,A,True,True,1.0,1.0,1.0
11172,17,0.15,313,B,A,True,True,1.0,1.0,1.0
11172,17,0.15,326,D,A,True,True,1.0,1.0,1.0
11172,17,0.15,1122,B,A,True,True,1.0,1.0,1.0
11172,17,0.15,1125,C,A,True,True,1.0,1.0,1.0
11172,17,0.15,1106,B,A,True,True,1.0,1.0,1.0
11172,17,0.15,1111,B,A,True,True,1.0,1.0,1.0
11172,17,0.15,1116,C,A,True,True,1.0,1.0,1.0
11172,17,0.15,1118,B,A,True,True,1.0,1.0,1.0
11172,17,0.15,1097,B,A,True,True,1.0,1.0,1.0
11172,17,0.15,1099,B,A,True,True,1.0,1.0,1.0
11172,17,0.15,1102,C,A,True,True,1.0,1.0,1.0
11172,17,0.15,1103,D,A,True,True,1.0,1.0,1.0
11172,17,0.15,1085,D,A,True,True,1.0,1.0,1.0
11172,17,0.15,1086,B,A,True,True,1.0,1.0,1.0
11172,17,0.15,417,B,A,True,True,1.0,1.0,1.0
11172,17,0.15,420,B,A,True,True,1.0,1.0,1.0
11172,17,0.15,421,B,A,True,True,1.0,1.0,1.0
11172,17,0.15,428,C,A,True,True,1.0,1.0,1.0
11172,17,0.15,431,D,A,True,True,1.0,1.0,1.0
11172,17,0.15,399,A,B,True,True,1.0,1.0,1.0
11172,17,0.15,400,A,B,True,True,1.0,1.0,1.0
11172,17,0.15,403,A,B,True,True,1.0,1.0,1.0
11172,17,0.15,407,A,B,True,True,1.0,1.0,1.0
11172,17,0.15,409,C,A,True,True,1.0,1.0,1.0
11172,17,0.15,413,A,B,True,True,1.0,1.0,1.0
11172,17,0.15,389,B,A,True,True,1.0,1.0,1.0
11172,17,0.15,391,C,A,True,True,1.0,1.0,1.0
11172,17,0.15,396,A,B,True,True,1.0,1.0,1.0
11172,17,0.15,398,C,A,True,True,1.0,1.0,1.0
11172,17,0.15,374,C,A,True,True,1.0,1.0,1.0
11172,17,0.15,384,D,A,True,True,1.0,1.0,1.0
11172,17,0.15,385,C,A,True,True,1.0,1.0,1.0
11172,17,0.15,1064,A,B,True,True,1.0,1.0,1.0
11172,17,0.15,1069,B,A,True,True,1.0,1.0,1.0
11172,17,0.15,1072,D,A,True,True,1.0,1.0,1.0
11172,17,0.15,1076,D,A,True,True,1.0,1.0,1.0
11172,17,0.15,1050,C,A,True,True,1.0,1.0,1.0
11172,17,0.15,1055,D,A,True,True,1.0,1.0,1.0
11172,17,0.15,1057,A,B,True,True,1.0,1.0,1.0
11172,17,0.15,1058,C,A,True,True,1.0,1.0,1.0
11172,17,0.15,1063,A,B,True,True,1.0,1.0,1.0
11172,17,0.15,1044,D,A,True,True,1.0,1.0,1.0
11172,17,0.15,1045,B,A,True,True,1.0,1.0,1.0
11172,17,0.15,1048,B,A,True,True,1.0,1.0,1.0
11172,17,0.15,1049,A,B,True,True,1.0,1.0,1.0
11172,17,0.15,1028,D,A,True,True,1.0,1.0,1.0
11172,17,0.15,482,B,A,True,True,1.0,1.0,1.0
11172,17,0.15,483,B,A,True,True,1.0,1.0,1.0
11172,17,0.15,486,A,B,True,True,1.0,1.0,1.0
11172,17,0.15,492,B,A,True,True,1.0,1.0,1.0
11172,17,0.15,495,B,A,True,True,1.0,1.0,1.0
11172,17,0.15,467,A,B,True,True,1.0,1.0,1.0
11172,17,0.15,474,C,A,True,True,1.0,1.0,1.0
11172,17,0.15,475,B,A,True,True,1.0,1.0,1.0
11172,17,0.15,453,A,B,True,True,1.0,1.0,1.0
11172,17,0.15,454,C,A,True,True,1.0,1.0,1.0
11172,17,0.15,458,D,A,True,True,1.0,1.0,1.0
11172,17,0.15,459,C,A,True,True,1.0,1.0,1.0
11172,17,0.15,465,C,A,True,True,1.0,1.0,1.0
11172,17,0.15,432,D,A,True,True,1.0,1.0,1.0
11172,17,0.15,437,B,A,True,True,1.0,1.0,1.0
11172,17,0.15,446,C,A,True,True,1.0,1.0,1.0
11172,17,0.15,449,A,B,True,True,1.0,1.0,1.0
11172,17,0.15,452,C,A,True,True,1.0,1.0,1.0
11172,17,0.15,1011,A,B,True,True,1.0,1.0,1.0
11172,17,0.15,1013,C,A,True,True,1.0,1.0,1.0
11172,17,0.15,1015,C,A,True,True,1.0,1.0,1.0
11172,17,0.15,1024,A,B,True,True,1.0,1.0,1.0
11172,17,0.15,996,B,A,True,True,1.0,1.0,1.0
11172,17,0.15,999,D,A,True,True,1.0,1.0,1.0
11172,17,0.15,1002,C,A,True,True,1.0,1.0,1.0
11172,17,0.15,980,C,A,True,True,1.0,1.0,1.0
11172,17,0.15,985,C,A,True,True,1.0,1.0,1.0
11172,17,0.15,992,C,A,True,True,1.0,1.0,1.0
11172,17,0.15,962,A,B,True,True,1.0,1.0,1.0
11172,17,0.15,966,A,B,True,True,1.0,1.0,1.0
11172,17,0.15,967,D,A,True,True,1.0,1.0,1.0
11172,17,0.15,968,B,A,True,True,1.0,1.0,1.0
11172,17,0.15,974,C,A,True,True,1.0,1.0,1.0
11172,17,0.15,562,A,B,True,True,1.0,1.0,1.0
11172,17,0.15,564,C,A,True,True,1.0,1.0,1.0
11172,17,0.15,565,D,A,True,True,1.0,1.0,1.0
11172,17,0.15,569,D,A,True,True,1.0,1.0,1.0
11172,17,0.15,571,C,A,True,True,1.0,1.0,1.0
11172,17,0.15,542,D,A,True,True,1.0,1.0,1.0
11172,17,0.15,544,B,A,True,True,1.0,1.0,1.0
11172,17,0.15,549,A,B,True,True,1.0,1.0,1.0
11172,17,0.15,550,D,A,True,True,1.0,1.0,1.0
11172,17,0.15,551,D,A,True,True,1.0,1.0,1.0
11172,17,0.15,558,B,A,True,True,1.0,1.0,1.0
11172,17,0.15,518,A,B,True,True,1.0,1.0,1.0
11172,17,0.15,521,C,A,True,True,1.0,1.0,1.0
11172,17,0.15,528,D,A,True,True,1.0,1.0,1.0
11172,17,0.15,529,D,A,True,True,1.0,1.0,1.0
11172,17,0.15,531,A,B,True,True,1.0,1.0,1.0
11172,17,0.15,537,A,B,True,True,1.0,1.0,1.0
11172,17,0.15,497,B,A,True,True,1.0,1.0,1.0
11172,17,0.15,501,D,A,True,True,1.0,1.0,1.0
11172,17,0.15,502,C,A,True,True,1.0,1.0,1.0
11172,17,0.15,506,C,A,True,True,1.0,1.0,1.0
11172,17,0.15,509,B,A,True,True,1.0,1.0,1.0
11172,17,0.15,951,C,A,True,True,1.0,1.0,1.0
11172,17,0.15,957,C,A,True,True,1.0,1.0,1.0
11172,17,0.15,925,D,A,True,True,1.0,1.0,1.0
11172,17,0.15,937,C,A,True,True,1.0,1.0,1.0
11172,17,0.15,909,C,A,True,True,1.0,1.0,1.0
11172,17,0.15,919,C,A,True,True,1.0,1.0,1.0
11172,17,0.15,921,A,B,True,True,1.0,1.0,1.0
11172,17,0.15,922,B,A,True,True,1.0,1.0,1.0
11172,17,0.15,894,B,A,True,True,1.0,1.0,1.0
11172,17,0.15,895,C,A,True,True,1.0,1.0,1.0
11172,17,0.15,896,A,B,True,True,1.0,1.0,1.0
11172,17,0.15,902,C,A,True,True,1.0,1.0,1.0
11172,17,0.15,617,C,A,True,True,1.0,1.0,1.0
11172,17,0.15,627,D,A,True,True,1.0,1.0,1.0
11172,17,0.15,630,A,B,True,True,1.0,1.0,1.0
11172,17,0.15,608,A,B,True,True,1.0,1.0,1.0
11172,17,0.15,610,A,B,True,True,1.0,1.0,1.0
11172,17,0.15,592,D,A,True,True,1.0,1.0,1.0
11172,17,0.15,595,C,A,True,True,1.0,1.0,1.0
11172,17,0.15,598,A,B,True,True,1.0,1.0,1.0
11172,17,0.15,577,D,A,True,True,1.0,1.0,1.0
11172,17,0.15,580,B,A,True,True,1.0,1.0,1.0
11172,17,0.15,582,A,B,True,True,1.0,1.0,1.0
11172,17,0.15,583,D,A,True,True,1.0,1.0,1.0
11172,17,0.15,584,B,A,True,True,1.0,1.0,1.0
11172,17,0.15,875,B,A,True,True,1.0,1.0,1.0
11172,17,0.15,876,A,B,True,True,1.0,1.0,1.0
11172,17,0.15,880,B,A,True,True,1.0,1.0,1.0
11172,17,0.15,883,A,B,True,True,1.0,1.0,1.0
11172,17,0.15,884,A,B,True,True,1.0,1.0,1.0
11172,17,0.15,885,B,A,True,True,1.0,1.0,1.0
11172,17,0.15,855,A,B,True,True,1.0,1.0,1.0
11172,17,0.15,866,D,A,True,True,1.0,1.0,1.0
11172,17,0.15,848,A,B,True,True,1.0,1.0,1.0
11172,17,0.15,824,B,A,True,True,1.0,1.0,1.0
11172,17,0.15,825,C,A,True,True,1.0,1.0,1.0
11172,17,0.15,829,A,B,True,True,1.0,1.0,1.0
11172,17,0.15,831,C,A,True,True,1.0,1.0,1.0
11172,17,0.15,834,D,A,True,True,1.0,1.0,1.0
11172,17,0.15,676,D,A,True,True,1.0,1.0,1.0
11172,17,0.15,678,A,B,True,True,1.0,1.0,1.0
11172,17,0.15,680,D,A,True,True,1.0,1.0,1.0
11172,17,0.15,683,C,A,True,True,1.0,1.0,1.0
11172,17,0.15,663,B,A,True,True,1.0,1.0,1.0
11172,17,0.15,673,C,A,True,True,1.0,1.0,1.0
11172,17,0.15,675,D,A,True,True,1.0,1.0,1.0
11172,17,0.15,642,D,A,True,True,1.0,1.0,1.0
11172,17,0.15,643,C,A,True,True,1.0,1.0,1.0
11172,17,0.15,647,B,A,True,True,1.0,1.0,1.0
11172,17,0.15,650,D,A,True,True,1.0,1.0,1.0
11172,17,0.15,651,B,A,True,True,1.0,1.0,1.0
11172,17,0.15,652,B,A,True,True,1.0,1.0,1.0
11172,17,0.15,653,C,A,True,True,1.0,1.0,1.0
11172,17,0.15,656,B,A,True,True,1.0,1.0,1.0
11172,17,0.15,640,A,B,True,True,1.0,1.0,1.0
11172,17,0.15,811,A,B,True,True,1.0,1.0,1.0
11172,17,0.15,812,A,B,True,True,1.0,1.0,1.0
11172,17,0.15,813,C,A,True,True,1.0,1.0,1.0
11172,17,0.15,817,A,B,True,True,1.0,1.0,1.0
11172,17,0.15,818,A,B,True,True,1.0,1.0,1.0
11172,17,0.15,822,A,B,True,True,1.0,1.0,1.0
11172,17,0.15,796,D,A,True,True,1.0,1.0,1.0
11172,17,0.15,797,D,A,True,True,1.0,1.0,1.0
11172,17,0.15,806,C,A,True,True,1.0,1.0,1.0
11172,17,0.15,809,A,B,True,True,1.0,1.0,1.0
11172,17,0.15,763,B,A,True,True,1.0,1.0,1.0
11172,17,0.15,775,A,B,True,True,1.0,1.0,1.0
11172,17,0.15,751,C,A,True,True,1.0,1.0,1.0
11172,17,0.15,756,B,A,True,True,1.0,1.0,1.0
11172,17,0.15,761,A,B,True,True,1.0,1.0,1.0
11172,17,0.15,735,D,A,True,True,1.0,1.0,1.0
11172,17,0.15,738,B,A,True,True,1.0,1.0,1.0
11172,17,0.15,740,C,A,True,True,1.0,1.0,1.0
11172,17,0.15,744,C,A,True,True,1.0,1.0,1.0
11172,17,0.15,719,A,B,True,True,1.0,1.0,1.0
11172,17,0.15,720,A,B,True,True,1.0,1.0,1.0
11172,17,0.15,723,A,B,True,True,1.0,1.0,1.0
11172,17,0.15,727,D,A,True,True,1.0,1.0,1.0
11172,17,0.15,728,D,A,True,True,1.0,1.0,1.0
11172,17,0.15,729,C,A,True,True,1.0,1.0,1.0
11172,17,0.15,704,C,A,True,True,1.0,1.0,1.0
11172,17,0.15,718,C,A,True,True,1.0,1.0,1.0
11172,17,0.15,689,B,A,True,True,1.0,1.0,1.0
11172,17,0.15,696,C,A,True,True,1.0,1.0,1.0
11172,17,0.15,1495,A,B,True,True,1.0,1.0,1.0
11172,17,0.15,1501,B,A,True,True,1.0,1.0,1.0
11172,17,0.15,1506,C,A,True,True,1.0,1.0,1.0
11172,17,0.15,1485,C,A,True,True,1.0,1.0,1.0
11172,17,0.15,1486,D,A,True,True,1.0,1.0,1.0
11172,17,0.15,1487,A,B,True,True,1.0,1.0,1.0
11172,17,0.15,1488,D,A,True,True,1.0,1.0,1.0
11172,17,0.15,1491,B,A,True,True,1.0,1.0,1.0
11172,17,0.15,1472,C,A,True,True,1.0,1.0,1.0
11172,17,0.15,1477,D,A,True,True,1.0,1.0,1.0
11172,17,0.15,1478,A,B,True,True,1.0,1.0,1.0
11172,17,0.15,1455,A,B,True,True,1.0,1.0,1.0
11172,17,0.15,1456,D,A,True,True,1.0,1.0,1.0
11172,17,0.15,1458,A,B,True,True,1.0,1.0,1.0
11172,17,0.15,1459,A,B,True,True,1.0,1.0,1.0
11172,17,0.15,1461,C,A,True,True,1.0,1.0,1.0
11172,17,0.15,1466,B,A,True,True,1.0,1.0,1.0
11172,17,0.15,63,C,A,True,True,1.0,1.0,1.0
11172,17,0.15,64,C,A,True,True,1.0,1.0,1.0
11172,17,0.15,66,B,A,True,True,1.0,1.0,1.0
11172,17,0.15,72,D,A,True,True,1.0,1.0,1.0
11172,17,0.15,55,D,A,True,True,1.0,1.0,1.0
11172,17,0.15,61,D,A,True,True,1.0,1.0,1.0
11172,17,0.15,34,A,B,True,True,1.0,1.0,1.0
11172,17,0.15,17,C,A,True,True,1.0,1.0,1.0
11172,17,0.15,19,C,A,True,True,1.0,1.0,1.0
11172,17,0.15,20,C,A,True,True,1.0,1.0,1.0
11172,17,0.15,21,D,A,True,True,1.0,1.0,1.0
11172,17,0.15,22,A,B,True,True,1.0,1.0,1.0
11172,17,0.15,25,D,A,True,True,1.0,1.0,1.0
11172,17,0.15,758,D,A,True,True,0.875,1.0,0.9285714285714286
11172,17,0.15,207,D,A,True,True,0.875,1.0,0.9285714285714286
11172,17,0.15,204,B,A,True,True,0.875,1.0,0.9285714285714286
11172,17,0.15,202,B,A,True,True,0.875,1.0,0.9285714285714286
11172,17,0.15,240,B,A,True,True,0.875,1.0,0.9285714285714286
11172,17,0.15,1375,B,A,True,True,1.0,0.75,0.9285714285714286
11172,17,0.15,705,B,A,True,True,0.875,1.0,0.9285714285714286
11172,17,0.15,692,B,A,True,True,1.0,0.75,0.9285714285714286
11172,17,0.15,1504,D,A,False,True,1.0,1.0,0.9285714285714286
11172,17,0.15,1418,D,A,True,True,0.875,1.0,0.9285714285714286
11172,17,0.15,1412,A,B,True,True,1.0,0.75,0.9285714285714286
11172,17,0.15,466,D,A,True,True,0.875,1.0,0.9285714285714286
11172,17,0.15,463,B,A,True,True,1.0,0.75,0.9285714285714286
11172,17,0.15,455,D,A,True,True,0.875,1.0,0.9285714285714286
11172,17,0.15,448,D,A,True,False,1.0,1.0,0.9285714285714286
11172,17,0.15,440,C,A,True,True,0.875,1.0,0.9285714285714286
11172,17,0.15,50,C,A,True,True,0.875,1.0,0.9285714285714286
11172,17,0.15,969,B,A,True,True,0.875,1.0,0.9285714285714286
11172,17,0.15,948,D,A,True,True,0.875,1.0,0.9285714285714286
11172,17,0.15,423,A,B,True,True,1.0,0.75,0.9285714285714286
11172,17,0.15,1077,C,A,True,True,1.0,0.75,0.9285714285714286
11172,17,0.15,379,A,B,True,True,0.875,1.0,0.9285714285714286
11172,17,0.15,605,D,A,True,True,0.875,1.0,0.9285714285714286
11172,17,0.15,294,D,A,True,True,1.0,0.75,0.9285714285714286
11172,17,0.15,278,C,A,True,True,0.875,1.0,0.9285714285714286
11172,17,0.15,637,D,A,True,True,0.875,1.0,0.9285714285714286
11172,17,0.15,671,C,A,True,True,0.875,1.0,0.9285714285714286
11172,17,0.15,636,A,B,True,True,0.875,1.0,0.9285714285714286
11172,17,0.15,828,C,A,True,True,0.875,1.0,0.9285714285714286
11172,17,0.15,1250,C,A,True,True,0.875,1.0,0.9285714285714286
11172,17,0.15,1295,B,A,True,True,0.875,1.0,0.9285714285714286
11172,17,0.15,1318,B,A,True,True,0.875,1.0,0.9285714285714286
11172,17,0.15,1479,A,B,True,True,0.875,1.0,0.9285714285714286
11172,17,0.15,415,B,A,True,False,1.0,1.0,0.9285714285714286
11172,17,0.15,981,B,A,True,False,1.0,1.0,0.9285714285714286
11172,17,0.15,624,D,A,True,True,0.75,1.0,0.8571428571428571
11172,17,0.15,1047,D,A,True,True,0.75,1.0,0.8571428571428571
11172,17,0.15,1031,D,A,True,True,0.75,1.0,0.8571428571428571
11172,17,0.15,946,C,A,True,True,0.75,1.0,0.8571428571428571
11172,17,0.15,926,C,A,True,True,0.75,1.0,0.8571428571428571
11172,17,0.15,804,C,A,True,True,0.75,1.0,0.8571428571428571
11172,17,0.15,852,C,A,True,True,0.75,1.0,0.8571428571428571
11172,17,0.15,1180,D,A,True,True,0.75,1.0,0.8571428571428571
11172,17,0.15,45,C,A,True,True,0.75,1.0,0.8571428571428571
11172,17,0.15,1414,A,B,True,True,0.75,1.0,0.8571428571428571
11172,17,0.15,468,B,A,True,True,0.75,1.0,0.8571428571428571
11172,17,0.15,35,A,B,True,True,0.75,1.0,0.8571428571428571
11172,17,0.15,1267,C,A,True,True,0.75,1.0,0.8571428571428571
11172,17,0.15,249,C,A,True,True,0.75,1.0,0.8571428571428571
11172,17,0.15,1271,C,A,True,True,0.75,1.0,0.8571428571428571
11172,17,0.15,1229,D,A,True,True,0.75,1.0,0.8571428571428571
11172,17,0.15,859,A,B,True,True,0.75,1.0,0.8571428571428571
11172,17,0.15,1238,C,A,True,True,0.75,1.0,0.8571428571428571
11172,17,0.15,136,D,A,True,True,0.75,1.0,0.8571428571428571
11172,17,0.15,96,D,A,True,True,0.875,0.75,0.8571428571428571
